decision_id,candidate_name,candidate_qty_ton,candidate_status,scenario_name,month_idx,begin_inventory_ton,receipt_open_po_ton,receipt_candidate_ton,available_before_demand_ton,demand_ton,shortage_ton,ending_inventory_ton,emergency_buy_ton,open_po_cost,candidate_cost,emergency_buy_cost,total_month_cost
RAW_SUGAR_2026-04,observe,0.0,feasible,shock,4,0.0,2500.0,0.0,2500.0,31360.000000000004,28860.000000000004,0.0,28860.000000000004,1825200.0,0.0,23177119.680000007,25002319.680000007
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,base,3,6000.0,2500.0,5000.0,13500.0,29000.0,15500.0,0.0,15500.0,1672500.0,3240000.0,11199060.0,16111560.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,stress,3,3650.0,2500.0,5000.0,11150.0,30450.0,19300.0,0.0,19300.0,1722675.0000000002,3240000.0,14469367.488000004,19432042.488000005
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ,5000.0,conditional,shock,4,0.0,2500.0,5000.0,7500.0,31360.000000000004,23860.000000000004,0.0,23860.000000000004,1825200.0,3240000.0,19161679.680000007,24226879.680000007
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,base,3,6000.0,2500.0,7500.0,16000.0,29000.0,13000.0,0.0,13000.0,1672500.0,4860000.0,9392760.0,15925260.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,stress,3,3650.0,2500.0,7500.0,13650.0,30450.0,16800.0,0.0,16800.0,1722675.0000000002,4860000.0,12595097.088000001,19177772.088
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+1lot,7500.0,conditional,shock,4,0.0,2500.0,7500.0,10000.0,31360.000000000004,21360.000000000004,0.0,21360.000000000004,1825200.0,4860000.0,17153959.680000003,23839159.680000003
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,base,3,6000.0,2500.0,10000.0,18500.0,29000.0,10500.0,0.0,10500.0,1672500.0,6480000.0,7586460.000000001,15738960.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,stress,3,3650.0,2500.0,10000.0,16150.0,30450.0,14300.0,0.0,14300.0,1722675.0000000002,6480000.0,10720826.688000001,18923501.688
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+2lot,10000.0,conditional,shock,4,0.0,2500.0,10000.0,12500.0,31360.000000000004,18860.000000000004,0.0,18860.000000000004,1825200.0,6480000.0,15146239.680000003,23451439.680000003
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,base,3,6000.0,2500.0,12500.0,21000.0,29000.0,8000.0,0.0,8000.0,1672500.0,8100000.0,5780160.0,15552660.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,stress,3,3650.0,2500.0,12500.0,18650.0,30450.0,11800.0,0.0,11800.0,1722675.0000000002,8100000.0,8846556.288000003,18669231.288000003
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+3lot,12500.0,conditional,shock,4,0.0,2500.0,12500.0,15000.0,31360.000000000004,16360.000000000004,0.0,16360.000000000004,1825200.0,8100000.0,13138519.680000003,23063719.680000003
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,base,3,6000.0,2500.0,15000.0,23500.0,29000.0,5500.0,0.0,5500.0,1672500.0,9720000.0,3973860.0000000005,15366360.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,stress,3,3650.0,2500.0,15000.0,21150.0,30450.0,9300.0,0.0,9300.0,1722675.0000000002,9720000.0,6972285.888,18414960.888
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+4lot,15000.0,conditional,shock,4,0.0,2500.0,15000.0,17500.0,31360.000000000004,13860.000000000004,0.0,13860.000000000004,1825200.0,9720000.0,11130799.680000003,22675999.680000003
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,base,3,6000.0,2500.0,17500.0,26000.0,29000.0,3000.0,0.0,3000.0,1672500.0,11340000.0,2167560.0,15180060.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,stress,3,3650.0,2500.0,17500.0,23650.0,30450.0,6800.0,0.0,6800.0,1722675.0000000002,11340000.0,5098015.488000001,18160690.488
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+5lot,17500.0,conditional,shock,4,0.0,2500.0,17500.0,20000.0,31360.000000000004,11360.000000000004,0.0,11360.000000000004,1825200.0,11340000.0,9123079.680000005,22288279.680000007
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,base,3,6000.0,2500.0,20000.0,28500.0,29000.0,500.0,0.0,500.0,1672500.0,12960000.0,361260.0,14993760.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,base,4,0.0,0.0,0.0,0.0,28000.0,28000.0,0.0,28000.0,0.0,0.0,20442240.0,20442240.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,stress,3,3650.0,2500.0,20000.0,26150.0,30450.0,4300.0,0.0,4300.0,1722675.0000000002,12960000.0,3223745.0880000005,17906420.088
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+6lot,20000.0,conditional,shock,4,0.0,2500.0,20000.0,22500.0,31360.000000000004,8860.000000000004,0.0,8860.000000000004,1825200.0,12960000.0,7115359.680000003,21900559.680000003
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,base,3,6000.0,2500.0,22500.0,31000.0,29000.0,0.0,2000.0,0.0,1672500.0,14580000.0,0.0,16252500.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,base,4,2000.0,0.0,0.0,2000.0,28000.0,26000.0,0.0,26000.0,0.0,0.0,18982080.0,18982080.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,stress,3,3650.0,2500.0,22500.0,28650.0,30450.0,1800.0,0.0,1800.0,1722675.0000000002,14580000.0,1349474.688,17652149.688
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,stress,4,0.0,0.0,0.0,0.0,29400.0,29400.0,0.0,29400.0,0.0,0.0,22272047.616,22272047.616
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+7lot,22500.0,conditional,shock,4,0.0,2500.0,22500.0,25000.0,31360.000000000004,6360.000000000004,0.0,6360.000000000004,1825200.0,14580000.0,5107639.680000003,21512839.680000003
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,base,3,6000.0,2500.0,25000.0,33500.0,29000.0,0.0,4500.0,0.0,1672500.0,16200000.0,0.0,17872500.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,base,4,4500.0,0.0,0.0,4500.0,28000.0,23500.0,0.0,23500.0,0.0,0.0,17156880.0,17156880.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,stress,3,3650.0,2500.0,25000.0,31150.0,30450.0,0.0,700.0,0.0,1722675.0000000002,16200000.0,0.0,17922675.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,stress,4,700.0,0.0,0.0,700.0,29400.0,28700.0,0.0,28700.0,0.0,0.0,21741760.768000003,21741760.768000003
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+8lot,25000.0,conditional,shock,4,0.0,2500.0,25000.0,27500.0,31360.000000000004,3860.0000000000036,0.0,3860.0000000000036,1825200.0,16200000.0,3099919.680000003,21125119.680000003
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,base,3,6000.0,2500.0,27500.0,36000.0,29000.0,0.0,7000.0,0.0,1672500.0,17820000.0,0.0,19492500.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,base,4,7000.0,0.0,0.0,7000.0,28000.0,21000.0,0.0,21000.0,0.0,0.0,15331680.000000002,15331680.000000002
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,stress,3,3650.0,2500.0,27500.0,33650.0,30450.0,0.0,3200.0,0.0,1722675.0000000002,17820000.0,0.0,19542675.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,stress,4,3200.0,0.0,0.0,3200.0,29400.0,26200.0,0.0,26200.0,0.0,0.0,19847879.168,19847879.168
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+9lot,27500.0,conditional,shock,4,0.0,2500.0,27500.0,30000.0,31360.000000000004,1360.0000000000036,0.0,1360.0000000000036,1825200.0,17820000.0,1092199.6800000032,20737399.680000003
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,base,3,6000.0,2500.0,30000.0,38500.0,29000.0,0.0,9500.0,0.0,1672500.0,19440000.0,0.0,21112500.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,base,4,9500.0,0.0,0.0,9500.0,28000.0,18500.0,0.0,18500.0,0.0,0.0,13506480.0,13506480.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,stress,3,3650.0,2500.0,30000.0,36150.0,30450.0,0.0,5700.0,0.0,1722675.0000000002,19440000.0,0.0,21162675.0
